title,link,text,newspaper
T:43:富邦集團2獨董辭任引關注 蔡壁如︰吳榮義曾說樂意配合,//news.ltn.com.tw/news/politics/breakingnews/2938196,2019-10-061516〔記者沈佩瑤／台北報導〕台北市政府推薦的兩名綠營金融大老，總統府資政吳榮義、外交部長吳釗燮的叔叔吳繁治，前（4）日與昨日，相繼辭任富邦證券、台北富邦銀行的獨立董事，引發金融圈與政壇關注，其中吳榮義昨晚受訪時說，陳志銘與柯文哲的左右手、現任北市府顧問蔡壁如，前天到他的辦公室，要他即日辭職，「理由說我是董事長，有人有意見」，市政府說要另外派人。對此，市府顧問蔡壁如今受訪表示，僅接觸過吳榮義，沒有接觸過吳繁治；吳榮義本身也是國家級投資公司台杉投資管理顧問董事長，之前因為同業競爭，當時他就有提過，指如果有需要請辭另一個獨董，他樂意配合，所以現在就是確定請辭。由於吳繁治、吳榮義的任期都是2017年6月16日到2020年6月15日，外界質疑為何不等到明年改選？蔡壁如沒有正面回應，而是說當時財政局只有說告訴她吳榮義的部分，因為吳榮義身兼兩董事，外界一直在講，剛好在某個場合遇到，吳榮義就說如果擔心有疑慮，他很樂意就請辭，不要讓大家有多餘的話說。至於有沒有推薦補位的人選？蔡壁如表示，這還是要由財政局去考量，也是要經過遴選制度。台北市政府副發言人戴于文表示北市府兩名董事，吳榮義先生因已身兼台杉管理顧問公司董事長，基於「董董分離」的原則，不希望市府推薦的獨立董事，本身又是其他公司董事長，故在日前由市府通知職務異動，並獲吳榮義先生首肯。另一董事吳繁治先生，因表達業務繁重，故市府希望在調整人事安排一次到位的原則下，一併調整兩席獨立董事之任命。至於新任獨董人事案，財政局將提請府層級，進行遴選，屆時將對外說明。總統府資政吳榮義。（資料照，記者廖振輝攝）$(',Liberty Times
T:44:吳敦義赴苗栗為韓造勢 力拱「山盟海誓」雙立委連任,//news.ltn.com.tw/news/politics/breakingnews/2938161,2019-10-061454［記者鄭名翔／苗栗報導］國民黨啟動各縣市輔選造勢，今早苗栗縣勝選2020團結大會匯集各地黨員、現場國旗飄揚，地方政壇要角也全數出席，連素有心結的前縣長劉政鴻與現任縣長徐耀昌也難得同台，黨主席吳敦義到場時也獲得許多加油聲；吳敦義高呼，務必團結支持韓國瑜、下架蔡英文，同時也要讓苗栗山海線立委「海誓山盟」雙雙連任。吳敦義在「韓國瑜護衛隊」開道下進場，先是痛批民進黨設立不當黨產委員會是「不當會」，以不正當手段沒收國民黨黨產，更直轟蔡英文「常常犯錯、不懂事、胡亂治國」，尤其兩岸關係惡化，觀光客不來，邦交國接連斷交，百業蕭條，唯有下架她、讓韓國瑜當總統，台灣才有希望。鮮少公開露面的前縣長劉政鴻，今日也以韓國瑜苗栗競選團隊總顧問身分上台致詞，開口就是炮火全開，痛批蔡英文處理私菸案時拿小兵扛罪，陳明文300萬高鐵案也不了了之，呼籲大家團結起來支持韓國瑜，更豪言「苗栗一定要開出65％以上的票。」代表韓國瑜出席的韓國瑜競選總部執行長林國正說，韓國瑜當選高雄市長後，就不斷受到民進黨中央刻意打壓，無法獲得任何支持，而今中華民國與國民黨以在萬丈深淵邊緣，韓國瑜與吳敦義是生命共同體，都要仰賴支持者在明年大選將國民黨找回往日榮景。吳敦義向支持者喊話，不僅要讓韓國瑜當選總統，苗栗山海線立委徐志榮、陳超明「海誓山盟」組合也要雙雙連任，國民黨立委席次目標要60席，更須全力衝刺政黨票，未來重返執政後將秉持不貪污廉能政府、拚經濟、和諧公義社會、一中各表的九二共識融冰兩岸作為四大國政方針。相關影音苗栗第一選區海線立委陳超明（左）與第二選區山線立委徐志榮（右）盼支持者團結，總統票投韓國瑜、立委票投「山盟海誓」組合、政黨票則給國民黨。（記者鄭名翔攝）國民黨主席吳敦義出席苗栗縣勝選2020團結大會，地方政壇要角齊聚，眾人高呼口號除讓韓國瑜凍蒜，也要讓現任山海線立委徐志榮、陳超明順利連任。（記者鄭名翔攝）現場有支持者頭上插滿國旗，造型顯眼。（記者鄭名翔攝）$(',Liberty Times
T:45:北市遊行「禁蒙面」被徐國勇打臉 柯P：不要讓警察很為難,//news.ltn.com.tw/news/politics/breakingnews/2938131,2019-10-061444〔記者魏瑾筠／桃園報導〕台北市警察局長陳嘉昌日前在議會接受質詢時表示，在台北市遊行也是不能夠蒙面，以前未落實，未來會執法，但此說卻被內政部長徐國勇打臉。今天台北市長柯文哲受訪護航陳嘉昌，認為應依法行政，要不然就警政署出來講、明定SOP，不要讓台北市警察變得很為難。台灣民眾黨主席柯文哲今天上午陪同桃園市立委第一選區參選人陳泓維前往龜山仁德宮參香，柯文哲於參拜後接受媒體聯訪，面對媒體詢問，陳嘉昌表達未來會落實禁蒙面執法被徐國勇打臉，柯文哲先是唉了一聲，然後說，今早他在LINE群組已表達，國家法令在那裡，要怎麼執行叫警政署出來講。柯文哲坦言，對台北市警察局也覺得他們蠻為難的，因為他們有兩個老闆，一個是台北市長，一個是警政署，警政署一直在下指導棋，他本來跟陳嘉昌說先依法行政，可是長官（警政署長官）常常要求不要依法行政。柯文哲直言，他是主張依法行政的人，要嘛就修改法令，但如果法令沒有修改就依法行政，並重申他的態度就是，如果覺得法不對要改那就修，「但是不可以法在那裡，再上下變來變去我是不贊成」，所以對蒙面或是台北車站集會遊行，柯文哲喊話，要不然就警政署你講，強調他的態度是應該要依法行政，但如果法在那裡，你不要執行要幹什麼就出來講、明定SOP，不要讓這台北市警察局變得很為難。相關影音台北市長柯文哲受訪，為台北市警局長陳嘉昌將落實禁蒙面護航，表明自己認為應依法行政，要不然就警政署出來講、明定SOP，不要讓台北市警察變得很為難。（記者魏瑾筠攝）台灣民眾黨主席柯文哲（中）今天上午陪同桃園市立委第一選區參選人陳泓維（右一）前往龜山仁德宮參香。（記者魏瑾筠攝）$(',Liberty Times
T:46:統促黨慶「 十一國慶」遭驅離 陳學聖：警察沒事做？,//news.ltn.com.tw/news/politics/breakingnews/2937917,2019-10-061359〔即時新聞／綜合報導〕香港歌手何韻詩日前來台參加「929台港大遊行」遭統促黨人士潑漆，統促黨1日更在台北火車站非法集會、違規搭建舞台，慶祝中華人民共和國國慶，被警方強制驅離。對此，國民黨立委陳學聖卻在立院總質詢場合，疑似替統促黨護航，質疑「我們警察沒事做嗎？」根據《三立新聞網》報導，陳學聖日前在立院總質詢時指出，為什麼法務部竟然六箭齊發，從違反組織犯罪防制條例、集會遊行法、強制罪、毀損罪、公然侮辱罪、恐嚇罪，全部一起六箭齊發，齊發的用意就是希望給社會一個交代、回應社會，但為什麼六箭齊發？拿大砲打小鳥？內政部長徐國勇回應，這不是大砲打小鳥，潑漆者是統促黨，而且曾經有過很多犯罪紀錄，的確是有組織性、暴力性、集團性。陳學聖再次提出質疑，統促黨舉辦一個活動叫做「歡慶十月」，請問我們的警察沒事做嗎？那麼多鎮暴警察在台北車站，請院長你們要想清楚一件事情，你不要拿一個中共大帽子，就把很多東西扣上小帽子，那麼多警察在那裡，包含傳言說警政署要求當天現場不可以出現五星旗、當天現場如果有騷動要立即逮人，「哪有這麼多預備性想法？這就是當年白色恐怖被羅織罪名同樣的心理型態」。行政院長蘇貞昌則表示，中國國家主席習近平1月2日提出一國兩制台灣方案，「這些人從組織、倡議、行動，到舉著紅旗，就是呼應中國，而它又是非法集會，這怎麼能容許呢？」統促黨日前在台北車站非法集會，更搭建舞台慶祝中國「十一國慶」，遭警方驅離，事後國民黨立委陳學聖竟護航稱「警察沒事做嗎？」（資料照）$(',Liberty Times
T:47:代夫跑選舉 李佳芬︰路是人走出來 光明戰勝黑暗,//news.ltn.com.tw/news/politics/breakingnews/2938124,2019-10-061345〔記者邱書昱／新北報導〕國民黨總統提名人韓國瑜的妻子李佳芬今天赴新北市，替藍營立委參選人站台，由於連趕9個行程，導致原先12點半要抵達的第5站，整整遲到半小時。李佳芬表示，回到新北中和充滿溫暖，受到很多人疼愛，也不捨支持者被攻擊，咬著牙根打起精神，「路是人走出來，光明能戰勝黑暗。」李佳芬抵達邱氏宗親會上，不忘替台上的國民黨立法委員參選人邱烽堯拜票，請大家多支持，也呼籲2020年1月11日要讓所有藍營立委都能夠全壘打。談到台灣現況，李佳芬說，目前岌岌可危、人才外流，應該要替下一代蓄積能量，打造更好環境，也替台灣經濟打拚，讓民眾好的照顧，人性才有光輝。高雄市長韓國瑜夫人李佳芬坐在位子上後只喝了幾口水，上台致詞後便快閃離去。（記者邱書昱攝）$(',Liberty Times
T:48:馬來西亞拉曼大學合唱團獲總統盃冠軍 國慶晚會將獻聲,//news.ltn.com.tw/news/politics/breakingnews/2938125,2019-10-061344〔記者呂伊萱／台北報導〕僑委會舉辦總統盃僑胞混聲合唱觀摩賽，馬來西亞拉曼大學學院合唱團、美國達城愛樂合唱團及紐約台灣同鄉會合唱團獲得前三名殊榮，獲邀將在國慶晚會中獻唱。國慶將至，僑委會5日舉辦總統盃僑胞混聲合唱觀摩賽，共有來自美國、紐西蘭、馬來西亞、印尼及越南5國13支隊伍參賽。比賽最後由來自馬來西亞的拉曼大學學院合唱團奪下冠軍寶座，第二名及第三名分別為美國達城愛樂合唱團及紐約台灣同鄉會合唱團。僑委會委員長吳新興於當晩設宴歡迎並頒獎，得獎前三名將獲邀出席國慶晚會表演，將在總統及全國民眾面前展現好聲音。僑委會說，這次參賽僑胞涵蓋老中青三代，無論是仍在就讀大學生或重陽會會員，又或是仍在各領域服務的中生代僑胞，都展現出歌唱熱情，唱出思鄉情懷、專業演出和深具地域特色又出色的服裝，也加入活潑動感的肢體動作及戲劇橋段等元素，顛覆傳統合唱比賽的想像，也獲得評選委員的肯定讃揚。吳新興說，僑委會辦理總統盃觀摩賽就是希望讓海外僑胞能以歌會友，以歌聲讚掦台灣，唱出對國家熱情，也希望國內民眾能聽到海外僑胞美妙歌聲，以及對國家的支持，大家共同慶賀國慶。僑委會委員長吳新興頒發獎狀及獎杯予來自馬來西亞拉曼大學學院合唱團奪下冠軍寶座。（僑委會提供）僑委會委員長吳新興及13支觀摩賽隊伍團長合照。（僑委會提供）$(',Liberty Times
T:49:小英選情持續升溫！ 許淑華分析這3點讓民眾有感,//news.ltn.com.tw/news/politics/breakingnews/2937967,2019-10-061339〔即時新聞／綜合報導〕2020總統大選破百倒數，總統蔡英文力拚連任，部分民調數據甚至已贏過國民黨參選人韓國瑜逾20個百分點。對此，民進黨立委參選人許淑華則認為，小英的選情持續領先韓國瑜，是因為她開始改變與民眾接觸的方式，並在外交上有明顯作為，對中國打壓抱持堅定護台的立場與態度。許淑華接受中評社採訪時分析，蔡英文現在的民意持續與韓國瑜差距拉大，主要是小英從初選階段開始改變與民眾接觸的方式，並且開始用心經營社群，網路聲量提升有目共睹。許淑華也說，蔡英文在外交上讓民眾有感，台美關係不僅升溫，美對台也有好感。許淑華還說，這就是小英擅長的領域，民眾也能感受到「身為總統的國際觀」。面臨台灣在國際上被中國不斷打壓，許淑華指出，蔡英文展現出來的決心和毅力、守護台灣的堅定立場與態度，讓年輕人有感。許淑華也指出，蔡英文之所以會領先韓國瑜，在於「個人特色」凸顯，以及展現「作為總統的高度」。不過許淑華也坦言，目前民進黨在立委的選情上仍需努力，小英的聲量並未庇蔭政黨支持度上，「這是我們的困境」。許淑華表示，他們也會憂心政黨票起不來，要思考如何才能讓民眾更有感、更認同33歲的「老品牌」政黨。民進黨立委參選人許淑華分析，總統蔡英文的選情持續升溫，主要在於其與民眾的互動和外交上，讓人有感。（資料照，記者方賓照攝）民進黨台北市立委參選人許淑華。（資料照，記者陳志曲攝）$(',Liberty Times
T:50:中科院爆境管漏洞？國防部澄清：涉密人員有周延管控機制,//news.ltn.com.tw/news/politics/breakingnews/2938046,中科院驚爆有境管國安漏洞。（資料照）2019-10-061320〔即時新聞／綜合報導〕負責研發國軍重要武器系統的中科院，現驚爆有國安漏洞！有媒體爆料，中科院因行政法人後非國防部所屬單位，又未明確列入管制機關，因此不適用《國家機密保護法》修例的「出境管制」，讓中科院員工可自由出入境達5個月之久。對此，國防部也發新聞稿澄清，自5月起依法對中科院涉密人員計1516人檔案上傳，並無「出國管制出現漏洞」情事。據上報報導，在《國家機密保護法》修例通過後，中科院就主動發文給移民署出入境管理局，說明依法維護員工權益，要求將中科院通報的幾千名列管人員，從出入境管制系統中下線，且由中科院自行管理，導致中科院權責單位不明，國安出現漏洞。針對媒體報導，國防部今日稍早也發布新聞稿澄清，因應《國家機密保護法》修正案通過施行後，將原本涉及國家機密人員管制的出境年限，從「3年以下」延長到「最少管制3年」。而中科院也依照該法第5條「精準核密」原則，重新辦理涉密人員清查作業。國防部指出，配合法令修正，已於5月起針對涉密人員境管做法召開4次會議；中科院也已將國家機密人員1516人檔案上傳，並針對實際參予機密專案人員，調整出入境納管年線。而未涉及國家機密的中科院人員，國防部表示，依中科院保護營業秘密之內控機制，實施嚴密管制。國防部嚴正強調，對中科院軍有嚴密控管，並未有媒體所述「出國管制出現漏洞」情事，強調中科院出國人員，仍依相關規定實施管控，以確保國家機密安全，希望國人安心。中科院也發布新聞稿澄清，《國家機密保護法》修訂後，國防部便頒「從事涉及國家機密事務人員清查作業」，重新辦理涉密人員軍種辦理核定作業，並依涉密情況檢討納管。中科院表示，為確保國家機密、維護員工合法權益，以及落實依法行政立場，在修法後的重新清查期間，仍維持內部管控機制，出國需經主管核准、返國查驗護照機票等紀錄，且此期間並未有人員私自出境或進入大陸地區等脫管情事。國防部澄清，修法過後也有調整中科院涉密人員境管機制，要求國人放心。（示意圖，資料照）$(',Liberty Times
T:51:小英連任兩岸關係「天搖地動」？ 柯P：台灣本來就很多颱風地震,//news.ltn.com.tw/news/politics/breakingnews/2938103,2019-10-061320〔記者魏瑾筠／桃園報導〕馬政府時期的國安會秘書長蘇起昨稱總統蔡英文若連任兩岸關係會「天搖地動」，台北市長柯文哲今天受訪幽默表示，台灣本來就很多颱風地震，對此不以為意。柯文哲今天陪同桃園市第一選區立委參選人陳泓維，到桃園龜山仁德宮參香，他於結束參拜行程後接受媒體聯訪，面對媒體詢問，蘇起說蔡總統連任兩岸會天搖地動，他幽默表示，台灣本來就很多颱風地震，所以以前習大大（中國領導人習近平）在講地動天搖，他都開玩笑說台灣地震很多。不過話鋒一轉，柯文哲說，兩岸關係還是求取一個穩定，「真的怕擦槍走火」，有時候飛機在中間、旁邊飛來飛去，不小心就按下去，所以兩岸關係原則上，還是盡量求取穩定，還有一定要溝通，不然有時候真的會誤解。柯文哲表示，歷史上第一次世界大戰不就是一連串失誤，搞到變世界大戰，所以他認為還是要建立溝通管道，雙方要有信任，不然還是麻煩，至於地動山搖，柯文哲仍維持一貫口吻表示，台灣本來地震就很多，最壞的打算最好的準備，這才是政治上比較健康的態度。相關影音台北市長、台灣民主黨主席柯文哲，今天到桃園龜山仁德宮參香，並到市場內向民眾握手致意。（記者魏瑾筠攝）馬政府時期的國安會秘書長蘇起稱總統蔡英文若連任兩岸關係「天搖地動」，台北市長柯文哲表示，台灣本來就很多颱風地震。（記者魏瑾筠攝）$(',Liberty Times
T:52:李佳芬北上救夫選情 透露韓國瑜行前交代這句話,//news.ltn.com.tw/news/politics/breakingnews/2938089,李佳芬今天至三峽祖師廟參拜。（記者陳心瑜攝）2019-10-061308〔記者陳心瑜／新北報導〕國民黨總統參選人韓國瑜妻子李佳芬，今天北上新北市為國民黨提名的立委參選人站台，中午至三峽祖師廟參拜，沿途支持者熱情大喊「佳芬姐加油！」李佳芬透露，今天她北上前，韓國瑜特別交代她告訴大家，「一定要把經濟衝起來！」李佳芬約中午抵達至三峽，為了立委參選人林金結站台，並至祖師廟參拜、致詞，接著至同在三峽老街上的興隆宮和福安宮參拜，支持者將原本就人潮洶湧的三峽老街，擠得更加水洩不通。李佳芬說，北上前，韓國瑜交代她告訴大家，一定要把台灣經濟衝起來，並把教育做好，好好教育下一代，迎向國際的競爭，並且要好好照顧弱勢族群。李佳芬更說，雖然台灣經濟現在低靡不振，但靠著台灣人的善良努力，一定可以再重返亞洲龍頭。大批支持者早已在廟埕守候李佳芬。（記者陳心瑜攝）韓國瑜妻子李佳芬（左2）至三峽為了立委參選人林金結（左3）站台。（記者陳心瑜攝）$(',Liberty Times
T:53:李佳芬嘆這一年來生活「驚濤駭浪」 與韓國瑜「換手抓癢」,//news.ltn.com.tw/news/politics/breakingnews/2938071,李佳芬面對新店地區支持者的熱情，致詞內容顯得感性，感嘆過去一年生活驚濤駭浪。（記者何玉華攝）2019-10-061306〔記者何玉華／新北報導〕國民黨總統參選人韓國瑜的太太李佳芬，今天北上新北市為國民黨提名的立委參選人羅明才站台，她形容自己這一年來的生活驚濤駭浪，過去被攻擊、被責備的，都沒有這幾個月加起來多，她跟韓國瑜兩人現在是「換手抓癢」，「他被攻擊，我就安慰他；我被攻擊，他就安慰我」。李佳芬在支持者簇擁下到場，上台致詞約10分鐘後，又被簇擁離場；李佳芬雖然來去匆匆、致詞簡短，但在藍軍大票倉新店的支持者面前，李佳芬以感性又帶些悲情的口吻說，這一年很特別，原本已經可以準備退休，沒想到韓國瑜帶著她坐雲霄飛車，一坐就開始驚滔駭浪，過去幾十年被攻擊、被責備的，可能都沒有這幾個月加起來多。李佳芬說，很多朋友關心他們夫妻好不好？韓國瑜都會說，沒有關係，形容夫妻兩人現在是「換手抓癢」，「他被攻擊，我就安慰他；我被攻擊，他就安慰我」。還說自己很心疼支持者，支持者看到她被攻擊，每次見面就擁抱她，給他安慰，甚至掉眼淚，她相信，「再辛苦的路，走過來，就是我們的」。李佳芬說，對他們夫妻來說，選舉是小事，最重要的是整個國家社會的發展；整個國家最重要的就是錢，「錢、錢、錢」，只有錢才能讓國家發展；只有錢，才能照顧社會每一個階層；只有錢，才能有足夠的經濟辦好教育、照顧弱勢團體。政府最重要的要開源，就是要賺錢，政府賺錢就是要照顧每一個老百姓、各行各業。李佳芬面對新店地區支持者的熱情，致詞內容顯得感性，感嘆過去一年生活驚濤駭浪。（記者何玉華攝）$(',Liberty Times
T:54:幫腔護夫 陳佩琪臉書再酸民進黨,//news.ltn.com.tw/news/politics/breakingnews/2938078,柯文哲的太太陳佩琪今在臉書貼書和陳水扁合照證實，確實曾去見過陳水扁，當時九合一選舉剛結束不久，不記得是否有提到「戰犯」一事，但有提到選舉。（擷取自陳佩琪臉書）2019-10-061257〔記者沈佩瑤／台北報導〕台北市長柯文哲日前接受網路媒體專訪時，竟轟總統府秘書長陳菊「不是妳上半生坐過牢，下半生就可以為非作歹」，引發輿論譁然；前總統陳水扁則是透露，去年一月，柯文哲夫婦曾來高雄找他，還提到柯文哲不滿民進黨自提人選，一直說要找「戰犯」，「戰犯就是新潮流的陳菊，就是菊姊。」對此，柯文哲的太太陳佩琪今在臉書貼書和陳水扁合照證實，確實曾去見過陳水扁，當時九合一選舉剛結束不久，不記得是否有提到「戰犯」一事，但有提到選舉。陳佩琪說，記得當天阿扁問到，不是一開始小英說要合作嗎？怎麼後來會變成這樣子；自己則是回答「小英說是選對會決定的啊，她也沒辦法」。不過陳佩琪說阿扁就是阿扁，真的是見過大風大浪，當過八年總統的人：「蝦米？我嘛做過黨主席，選對會是我任命的耶，我是叫尹去收資料來向我報告，不是叫尹去決定囉？講肖的！」陳佩琪說，其實事情已是過往雲煙，不久前臉書曾寫過，黨要不要提名，自己決定就好，買賣不成仁義在，本來君子之爭就是「兄弟登山、各自努力」，但我們卻經歷了2018年下半年那場不堪的選舉過程，至今讓她忘不了。陳佩琪表示，是誰決定自提人選，我們是局外人，無權置喙，誰又是民進黨2018年大敗的戰犯，黨自己去檢討就好，外人也不能說什麼，只是很好奇那一段時間，先生被鋪天蓋地的抹黑、抹黃、抹紅，究竟是誰有此通天本領去操作這個？$(',Liberty Times
T:55:不分區立委海選 柯P：有問郭有沒有人可以介紹,//news.ltn.com.tw/news/politics/breakingnews/2938067,2019-10-061251〔記者魏瑾筠／桃園報導〕台灣民眾黨昨天公布黨內不分區立委海選辦法，台北市長、民眾黨主席柯文哲今天面對媒體詢問，郭台銘幕僚、永齡基金會副執行長蔡沁瑜是否會列入不分區名單，他笑稱，目前沒有規劃，但可以討論，並透露自己有向郭台銘詢問「有沒有人可以介紹？」柯文哲今天陪同民眾黨桃園市第一選區立委參選人陳泓維，到桃園龜山仁德宮參香，他於結束參拜行程後接受媒體訪問，他表示，開放不分區立委網路海選是向天下徵才，也是他一貫的政治理念，開放政府全民參與，這也是從2014第一次進入台北市長選舉，歷經2014、2018年，然後當台北市長到現在。柯文哲說，過去在民主政治，人民跟政府就是每4年有投票的那天有關係，其他都沒關係，為了解決這問題，他過去5年做了很多改革，像是台北市裡面有青年事務委員會、公民事務委員會，還有廉政透明會，都開放讓社會自動報名進入到政府。柯文哲表示，因為過去經驗的成功，所以他透過海選讓大家來報名，也會成立遴選委員會來選，如果是可以的人，就當立委可以排到前面去，如果是條件還不錯，年輕有幹勁的可以擺在後半段，或者也可以進入立法院從助理開始做起，這也是讓所有的年輕人，只要他有夢想、有理想、他願意，給他一個機會，不用靠任何關係，或是政二代，就有機會可以參與台灣的政治，這是一個好的做法。至於媒體追問，好的是否有可能進入安全名單之內？柯文哲則說，如果以台北市政府的level（等級）去找人，有時候還是比較偏頗，並透露自己問過郭台銘有沒有人可以介紹，因為自己找還是不能over全部，讓大家有個網路自由報名的機會，可以更多元的徵求人才。至於媒體詢問，蔡沁瑜有可能列不分區，柯文哲停頓了幾秒，笑說這個目前沒有這個的規劃，不過這個可以討論，但目前沒有這個規劃。另，外界批評，柯文哲把黨內立委參選人請去市政行程曝光，質疑是行政不中立，他表示，就好像你們（媒體）站在後面這樣，不過在市府裡面不會讓他們進來，在外面就當作民眾，他更進一步說明，以後如果是在市政府的機關內會避免，但如果是在戶外，或是在市政府外面就當一般民眾，會儘量讓市政府直接舉辦的活動就不要（邀請曝光）。相關影音台北市長、台灣民眾黨主席柯文哲（右一）今天陪同民眾黨桃園市第一選區立委參選人陳泓維（右二），到桃園龜山仁德宮參香，結束後進入市場拜票。（記者魏瑾筠攝）台北市長、台灣民眾黨主席柯文哲（中）今天陪同民眾黨桃園市第一選區立委參選人陳泓維（右），到桃園龜山仁德宮參香，結束後，在外開起小型粉絲見面會。（記者魏瑾筠攝）$(',Liberty Times
T:56:江啟臣將成韓國瑜副手？  吳敦義：完全不曉得,//news.ltn.com.tw/news/politics/breakingnews/2938063,中國國民黨主席吳敦義今早南下苗栗，參加苗栗縣「勝選2020」團結大會，地方政壇要角及韓粉、國民黨員齊聚高喊口號。（記者鄭名翔攝）2019-10-061241［記者鄭名翔／苗栗報導］中國國民黨主席吳敦義今早南下苗栗，參加苗栗縣「勝選2020」團結大會，為黨籍提名總統參選人韓國瑜、第一選區立委陳超明、第二選區立委徐志榮拉抬聲勢；對於外傳國民黨立委江啟臣將成為韓國瑜副手，吳表示不知道「韓江配」，強調副總統人選仍須尊重韓國瑜選擇，自己不會干預，但一定祝福。近來國民黨內討論韓國瑜副手人選沸沸揚揚，從前行政院長張善政、前新北市長朱立倫、前台北縣長周錫瑋都被點名，近日則傳出基層拱台中立委江啟臣當黑馬，「韓江配」可能有譜。對此，江啟臣回應「純屬謠言」，吳敦義被問及時也稱「不曉得此事」。吳敦義坦言，韓國瑜曾私下詢問他，誰會是合適的副手人選，但自己僅給予建議要以「同心協力、互補功能」為前提考量，但最終仍須交由他自己選擇；吳強調，現階段無法對此事評論，仍須尊重總統參選人對副手人選的選擇，自己不會干預，但一定祝福。原外傳韓國瑜今日會出席苗栗造勢大會，但最後是由韓國瑜競選總部執行長林國正代表出席，讓許多韓粉感到失望，徐志榮則解釋，原訂韓國瑜就不會出席，也有向黨員們告知，但也請韓粉們放心，韓未來一定會來。相關影音被問到是否會協助韓國瑜找副手，吳敦義強調仍要尊重韓自己的選擇。（記者鄭名翔攝）$(',Liberty Times
T:57:好大雄心！李乾龍豪語：韓在新北要大贏30萬票,//news.ltn.com.tw/news/politics/breakingnews/2938033,國民黨新北市黨部主委李乾龍（白衣，拿麥克風）說，雖然黑函產業鏈猖狂，但他對韓國瑜有信心，在新北可以大贏30萬票。（記者何玉華攝）2019-10-061222〔記者何玉華／新北報導〕國民黨總統參選人韓國瑜的太太李佳芬，今天北上新北市為國民黨提名的立委參選人站台，新北市黨部主委李乾龍也陪同，李乾龍在致詞時說，黑韓產業鏈猖狂，讓人有一點點擔心，但他對韓國瑜有信心，新北市要大贏30萬票。根據中選會網站資料，這一屆總統選舉，民進黨蔡英文在新北市拿下116萬餘票，國民黨朱立倫得票約70餘萬，蔡英文贏了時任新北市長的朱立倫46萬票。李佳芬早上10點到中和區前國防管理學院中正堂為邱烽堯站台，停留約20分鐘後，趕往新店區為羅明才加油；李佳芬說，現場有很多過去熟悉的老同事，尤其介紹到新北市議員劉哲彰時，她開玩笑地說，實在很不想講一句話，就是「我跟你爸爸很熟！」這句話聽起來很傷感。$(',Liberty Times
T:58:馬蔡「芒果乾」論戰 柯文哲：泥巴戰最後一個月要打再打,//news.ltn.com.tw/news/politics/breakingnews/2938039,2019-10-061221〔記者魏瑾筠／桃園報導〕前總統馬英九昨批評總統蔡英文操弄「芒果乾」（亡國感），引發蔡不滿回嗆，種芒果的是馬英九，台北市長柯文哲則稱，芒果是農夫種的；今天柯文哲再度被媒體問及「芒果乾」，他表示，離選舉還有90幾天，雙方要克制點，要互相丟泥巴，最後一個月要打再打。台灣民眾黨主席柯文哲今天上午陪同桃園市立委第一選區參選人陳泓維前往龜山仁德宮參香，隨即接受媒體訪問，面對媒體追問馬蔡二人「芒果乾」論戰，柯文哲曾說芒果乾是農夫種的，柯文哲今再度表示，1994年台北市長選舉開始一直到現在，過去整整25年，台灣的政治就是藍綠統獨，他不是認為藍綠統獨不重要，問題是不要把所有問題都簡化成藍綠統獨。柯文哲進一步說明，他非常清楚，這場選舉如果他沒有選的話，最後總統的選舉又淪落成藍綠對抗，所以大家雙方都在操作芒果乾的概念，所以他才開玩笑講說種芒果的都是農夫，在搞破壞的是政治人物。媒體進一步詢問，2020年的選舉是誰在操弄亡國感比較嚴重？柯文哲直言，其實都有，他也表示，兩個總統會這樣講讓他有點驚訝，因為離選舉還有90幾天，「雙方克制點」，這個真的要互相丟泥巴，等到最後一個月再講，現在太快啦，還沒那個（選前一個月）就已經重砲伺候，大家克制一下，最後一個月要打再打，我媽媽都說相罵沒好話，一開始罵起來就不會講好話，離選舉還有90幾天，「雙方稍微克制一下」。媒體追問，柯文哲先前也曾罵過蔡英文操作芒果乾，柯文哲今天對此表示，他之前就講過，2020年的選舉如果是一對一，就是回到藍綠對抗，是很糟糕的局面，到現在都還沒看過雙方候選人在講政策，這是這次選舉比較糟糕的地方。相關影音台北市長、台灣民主黨黨主席柯文哲，今天上午陪同桃園市立委第一選區參選人陳泓維到市場拜票。（記者魏瑾筠攝）$(',Liberty Times
